GEO_ID,Label (Grouping),Total population,Male,Female,20 to 24 years,25 to 34 years,35 to 44 years,45 to 54 years,55 to 59 years,60 to 64 years,Median age (years),HISPANIC OR LATINO AND RACEHispanic or Latino (of any race),HISPANIC OR LATINO AND RACENot Hispanic or LatinoWhite alone,HISPANIC OR LATINO AND RACENot Hispanic or LatinoBlack or African American alone,HISPANIC OR LATINO AND RACENot Hispanic or LatinoAmerican Indian and Alaska Native alone,HISPANIC OR LATINO AND RACENot Hispanic or LatinoAsian alone,Total housing units,Median income (dollars)!!Estimate!!Households,Total!!Estimate!!Households,Median income (dollars)!!Estimate!!One race!!Black or African American,Median income (dollars)!!Estimate!!One race!!Asian,Median income (dollars)!!Estimate!!Hispanic or Latino origin (of any race),"Median income (dollars)!!Estimate!!White alone, not Hispanic or Latino",Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!15 to 24 years,Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!25 to 44 years,Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!45 to 64 years,Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!65 years and over,Median income (dollars)!!Estimate!!FAMILIES!!Families,Median income (dollars)!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households,SINGLE_FAMILY_PERMITS,median housing price
6053,"Monterey County, California","435,232","222,251","212,981","31,812","63,220","56,134","52,396","24,752","23,700",34.0,"253,843","130,756","10,820",831,"24,302","140,819",63876,125740,62824,81866,54005,77846,40394,60898,76560,51601,69706,43366,471.0,481000
6059,"Orange County, California","3,172,532","1,565,562","1,606,970","218,622","453,741","413,720","458,469","208,077","182,491",37.7,"1,086,691","1,299,559","49,643","6,652","631,396","1,090,121",81837,1032218,65105,90440,63959,91423,41813,86128,97458,58607,92063,53326,4357.0,654400
6061,"Placer County, California","380,531","185,096","195,435","18,957","41,749","48,228","53,206","26,648","24,667",41.9,"52,567","278,316","5,328","1,052","26,173","161,422",85426,139104,49769,129623,76640,83911,60315,102085,100592,57895,106221,42624,2107.0,442300
6065,"Riverside County, California","2,387,741","1,187,627","1,200,114","170,753","329,408","301,969","305,302","145,226","121,151",35.3,"1,156,169","858,867","145,206","8,572","144,476","831,404",60134,715040,58223,80115,51376,65868,30377,62622,71592,43323,67839,32845,5987.0,329600
6067,"Sacramento County, California","1,514,460","739,516","774,944","99,257","235,323","196,255","195,880","95,707","88,318",36.0,"347,638","683,607","144,128","6,248","226,750","565,813",59780,535090,41736,64702,50110,66200,29096,60973,72332,47887,69492,42533,2681.0,326800
6071,"San Bernardino County, California","2,140,096","1,063,881","1,076,215","168,366","318,466","272,885","270,029","128,263","110,242",33.2,"1,129,893","624,308","173,558","5,362","147,672","714,364",56337,633173,41414,75637,52399,63064,31983,56841,66866,43075,62586,32623,2850.0,302600
6073,"San Diego County, California","3,317,749","1,667,581","1,650,168","263,014","544,022","434,359","423,016","203,802","184,706",35.7,"1,112,325","1,523,776","155,477","13,231","381,057","1,202,397",70824,1110568,52715,82136,53076,81431,41431,72788,85120,54562,81222,50111,2351.0,527600
6075,"San Francisco County, California","870,887","443,777","427,110","49,511","203,463","137,227","117,988","50,841","50,840",38.0,"132,538","354,018","41,636","1,923","296,324","392,823",103801,358703,27656,89100,75628,132378,69023,146613,97584,48629,123326,81776,123.0,1024000
6077,"San Joaquin County, California","733,709","365,605","368,104","51,240","101,966","93,623","92,936","42,697","38,486",34.3,"302,152","239,944","50,405","1,997","108,700","240,618",59518,227186,34484,71361,51468,68955,36711,60190,71171,41198,67163,32509,1862.0,316000
6079,"San Luis Obispo County, California","282,887","142,925","139,962","29,347","32,508","30,078","32,864","19,155","19,991",38.8,"63,172","195,618","4,853","1,598","10,473","120,866",70564,106312,50192,60812,60490,72319,18486,72625,88818,58408,82368,39776,583.0,547200
6081,"San Mateo County, California","764,797","377,751","387,046","41,544","111,731","109,407","110,073","51,834","48,035",39.5,"189,309","301,793","16,055",749,"212,583","275,947",108627,263445,52781,126307,69141,127900,46833,131179,130743,69312,129939,69314,427.0,1002400
6083,"Santa Barbara County, California","446,170","223,041","223,129","49,569","59,548","50,648","49,971","25,759","24,813",33.8,"201,344","200,455","7,898","1,246","24,522","155,962",67436,142449,56414,58051,53404,77990,36043,68255,80372,58274,74643,42907,455.0,531200
6085,"Santa Clara County, California","1,919,402","968,824","950,578","121,514","303,241","278,434","270,955","120,574","102,272",37.0,"497,340","617,233","44,281","3,116","679,686","665,098",111069,635687,65542,128321,71207,121916,42743,124656,126996,63887,123613,70575,1646.0,925700
6089,"Shasta County, California","179,631","88,646","90,985","10,442","21,921","19,101","22,076","12,618","13,999",42.1,"17,562","144,130","1,603","2,391","5,882","78,303",46724,72095,34316,71233,34831,48242,33212,48213,57983,37330,58264,27391,349.0,237200
6095,"Solano County, California","440,207","219,221","220,986","30,414","64,381","53,652","58,594","30,888","28,782",37.9,"115,178","168,205","61,000",924,"64,748","156,826",73900,149172,65044,95846,59052,79445,49240,73597,93402,52943,80665,49867,827.0,377900
6097,"Sonoma County, California","503,070","245,647","257,423","29,991","65,058","62,392","67,519","33,722","39,666",42.1,"133,617","319,385","6,641","2,049","21,115","208,153",73929,187504,55852,79127,63793,76826,49488,74653,84203,58385,87812,44299,621.0,565200
6099,"Stanislaus County, California","541,560","266,537","275,023","37,139","78,543","67,064","66,942","32,213","28,591",34.0,"247,001","230,749","15,119","2,145","29,725","180,822",54305,172881,43554,67023,46949,60437,33641,60176,65009,37163,60689,28489,573.0,274300
6101,"Sutter County, California","96,651","48,681","47,970","6,830","11,893","12,302","11,724","5,324","6,131",35.9,"29,441","45,146","1,672",636,"14,670","34,294",51397,32345,93821,50230,41525,59673,26355,53479,65228,41250,58440,27858,70.0,254200
6107,"Tulare County, California","460,437","228,947","231,490","33,637","64,708","57,068","52,104","24,847","20,617",30.8,"295,148","132,161","5,220","2,706","14,476","147,537",45881,135648,59643,46656,39844,59153,22708,45831,57611,38339,47906,31429,1190.0,186600
6111,"Ventura County, California","849,738","420,103","429,635","59,796","112,032","105,191","116,712","57,367","52,520",37.7,"361,514","387,987","14,110","2,020","59,424","286,905",80135,268091,69215,108414,61511,91264,46079,82359,95528,59838,92027,46248,669.0,561400
6113,"Yolo County, California","215,802","105,035","110,767","29,864","29,809","26,118","23,047","11,995","10,776",30.9,"68,027","101,579","5,300",676,"30,117","77,166",64904,73055,18562,65751,50624,77436,12230,65553,85958,57732,82670,36835,585.0,408500
8001,"Adams County, Colorado","498,187","250,881","247,306","32,361","79,882","71,775","63,579","30,553","22,507",33.7,"197,275","252,837","15,363","2,591","19,679","168,792",66033,163122,41670,55435,52434,77351,48897,68546,78682,47408,74110,47014,1997.0,275100
8005,"Arapahoe County, Colorado","637,068","316,007","321,061","41,089","97,034","89,412","84,736","43,571","34,994",36.5,"120,538","389,433","67,311","2,248","38,291","246,715",70950,235942,52735,75512,57418,78232,38296,71322,86783,52463,84135,47381,2016.0,319000
8014,"Broomfield County, Colorado","66,529","32,659","33,870","4,807","9,524","9,564","9,956","3,691","4,058",38.4,"8,142","51,647",631,265,"3,943","27,090",84349,26269,85841,79218,63489,88186,36133,95064,101511,54876,105397,50690,523.0,383600
8031,"Denver County, Colorado","693,060","347,500","345,560","42,759","156,779","108,276","81,294","36,251","34,632",34.4,"209,341","374,372","63,879","3,010","25,346","311,480",61105,292003,41859,57334,45334,72054,40958,69429,64757,44001,78641,46593,1887.0,360900
8035,"Douglas County, Colorado","328,632","164,070","164,562","15,803","34,825","50,509","54,137","22,322","17,884",38.9,"27,883","273,178","3,961",991,"15,349","124,753",109292,120125,123581,106149,74740,113610,49650,116059,127031,65371,125143,60784,2014.0,445400
8041,"El Paso County, Colorado","688,284","348,155","340,129","58,127","107,430","85,319","84,733","46,703","34,155",33.9,"114,848","480,082","41,454","1,816","18,097","272,537",63882,257508,45041,74698,52491,67316,38147,63747,77386,52803,76561,37798,3526.0,249200
8059,"Jefferson County, Colorado","571,837","284,185","287,652","33,750","81,348","74,391","80,025","43,950","40,009",40.2,"86,728","448,949","5,938","2,279","16,978","237,205",74186,230890,60502,65322,52951,78801,42042,83342,84409,52975,92359,47099,1510.0,360800
8069,"Larimer County, Colorado","339,993","170,498","169,495","37,324","48,148","40,973","39,599","22,166","21,006",35.9,"38,109","282,020","3,086","1,813","7,195","143,273",66469,131407,42333,67917,48069,68761,26351,72773,82352,55480,82073,38078,1622.0,339900
8101,"Pueblo County, Colorado","165,123","81,828","83,295","11,905","20,976","19,603","20,035","11,146","10,953",39.1,"70,613","86,243","2,985","1,202","1,167","70,286",44677,62275,36315,35925,40985,49007,26475,51255,53584,35467,61361,29408,265.0,156600
8123,"Weld County, Colorado","294,932","148,543","146,389","19,277","43,063","39,319","36,700","19,228","15,402",34.3,"85,781","195,254","3,248",468,"4,496","105,461",63400,102087,102922,63827,49900,71589,22753,71638,74355,42981,74468,31031,2463.0,274200
9001,"Fairfield County, Connecticut","944,177","459,940","484,237","60,087","108,109","118,652","144,468","68,714","59,750",40.4,"183,634","586,469","100,316","1,097","49,282","368,010",90123,335318,43336,108823,52146,108067,40631,93059,108729,62562,111950,47819,712.0,423200
9003,"Hartford County, Connecticut","892,389","433,714","458,675","57,927","117,223","108,062","126,871","65,130","57,717",40.6,"157,226","552,033","115,373","1,370","45,271","375,137",69433,350369,48863,83307,40788,81579,45625,71716,84392,48469,88507,40465,553.0,238400
9005,"Litchfield County, Connecticut","182,571","90,394","92,177","9,984","17,750","20,340","29,167","16,151","14,936",46.8,"10,794","162,765","2,853",80,"4,476","87,337",76993,74105,41672,105738,63415,77726,24649,82629,93041,50203,94911,40698,112.0,243000
9007,"Middlesex County, Connecticut","163,329","80,205","83,124","11,151","16,802","17,848","26,252","14,038","12,371",45.6,"9,936","137,470","8,498",5,"4,893","75,536",79739,66002,46138,104432,91569,81186,38281,81956,94319,57451,99611,50129,164.0,294500
9009,"New Haven County, Connecticut","856,875","413,588","443,287","60,565","114,097","100,218","120,954","62,016","56,463",39.9,"151,149","543,994","103,232",791,"34,989","363,122",66176,327560,40272,87592,44151,78640,30258,66741,80930,47357,85330,40252,378.0,247600
9011,"New London County, Connecticut","269,801","134,326","135,475","20,337","33,029","31,456","38,286","20,376","19,146",41.5,"28,048","204,125","14,571","1,596","11,893","121,911",70699,105113,43943,75159,53059,75112,54309,71750,88179,53381,90528,39985,258.0,242000
9013,"Tolland County, Connecticut","151,118","75,753","75,365","20,439","14,951","14,416","21,599","10,364","10,766",37.7,"8,166","128,445","5,291",0,"7,299","58,920",81252,54068,17873,80401,70335,84195,25223,82359,103081,58875,110615,40858,155.0,250100
10001,"Kent County, Delaware","174,827","83,893","90,934","11,980","24,759","19,849","21,725","11,952","9,498",37.5,"12,050","109,098","42,482",940,"3,070","69,742",54140,64452,54400,107520,34542,55605,45196,55043,67626,42410,62117,34729,1124.0,199000
10003,"New Castle County, Delaware","556,987","269,580","287,407","36,325","80,958","68,205","77,719","38,959","34,917",38.5,"54,560","323,970","133,613","1,207","29,993","222,991",67274,203782,42237,83762,43200,77733,26276,67327,81279,46467,81856,39797,1164.0,253000
10005,"Sussex County, Delaware","220,251","106,759","113,492","11,147","22,852","21,964","26,419","18,903","17,194",48.7,"20,542","164,263","27,183","1,134","2,528","133,421",57734,82851,38431,148058,52315,62909,63958,53355,68749,50425,67829,36066,2399.0,254000
11001,"District of Columbia, District of Columbia","681,170","323,591","357,579","58,291","154,662","98,911","77,605","35,336","34,547",33.9,"74,422","247,185","315,848","1,529","25,952","313,703",75506,281241,37891,99385,64930,127369,33979,87180,80460,48536,98498,61948,336.0,576100
12001,"Alachua County, Florida","263,496","126,827","136,669","39,419","40,611","27,453","26,912","15,222","14,982",31.3,"24,760","162,498","52,007",928,"16,663","115,533",45304,94428,26058,51476,31752,50784,14252,47105,51657,48706,68717,26381,559.0,177100
12009,"Brevard County, Florida","579,130","281,982","297,148","32,218","64,314","58,300","79,338","49,262","43,996",47.3,"57,096","434,353","55,909","1,074","14,015","274,559",51184,226021,36173,70231,48026,52466,25894,55661,61107,40653,62029,31164,2166.0,175600
12011,"Broward County, Florida","1,909,632","929,377","980,255","113,058","259,466","252,541","279,034","134,652","115,387",40.3,"548,310","713,711","526,773","3,242","67,789","822,980",54212,681474,41931,65130,52235,62815,35789,58165,65540,38078,64535,37130,1535.0,246100
12019,"Clay County, Florida","208,311","101,957","106,354","11,837","24,742","27,530","30,298","14,676","13,275",40.4,"20,059","153,464","18,587",51,"5,746","78,994",56315,74130,55283,56587,48720,56893,49685,63107,65251,41323,65805,34259,1046.0,170300
12021,"Collier County, Florida","365,136","178,667","186,469","17,268","35,066","36,645","42,110","22,132","26,799",50.3,"98,529","232,220","25,617",833,"4,744","210,147",61228,139522,50994,67222,42123,69052,57054,52739,67096,63787,73678,40569,2892.0,357300
12031,"Duval County, Florida","926,255","448,891","477,364","63,577","152,526","116,254","120,875","61,634","55,362",36.1,"85,419","498,394","268,605","1,431","39,615","402,358",51980,353946,40558,58648,54638,59146,33371,55474,60585,41064,62432,37100,2908.0,164300
12033,"Escambia County, Florida","315,187","156,201","158,986","26,001","44,275","35,255","37,362","22,705","19,294",37.3,"17,770","203,721","69,993","1,579","9,539","140,176",44788,118702,32171,46924,42345,50228,32070,43982,51533,41687,60398,31405,952.0,131000
12035,"Flagler County, Florida","108,310","52,422","55,888","4,620","9,899","9,773","13,405","7,703","8,110",51.1,"11,128","80,831","11,671",0,"2,830","50,574",49395,41311,37153,63571,53183,50292,47030,46859,54461,44610,58526,31280,786.0,207900
12057,"Hillsborough County, Florida","1,376,238","670,193","706,045","89,979","208,933","185,452","187,704","86,019","78,024",37.0,"380,000","687,555","212,339","2,675","53,974","568,828",54588,514487,40387,72795,41859,65131,32052,60089,64122,38820,65430,36772,6308.0,195800
12069,"Lake County, Florida","335,396","163,604","171,792","17,569","34,726","36,117","41,859","21,882","22,496",46.7,"49,462","238,375","34,009",938,"6,385","151,045",50226,128888,35983,97007,43096,52133,26490,51744,62073,43540,62066,31728,3409.0,163600
12071,"Lee County, Florida","722,336","354,048","368,288","35,951","78,301","74,705","87,701","46,992","54,959",48.2,"147,834","493,388","58,830","1,301","11,063","385,106",52909,261735,36439,69908,42225,56905,45350,52994,62435,46973,63133,33336,4092.0,210900
12073,"Leon County, Florida","287,822","136,318","151,504","47,562","41,685","31,294","29,768","15,617","16,021",30.8,"17,962","163,328","87,415",473,"10,141","128,084",51107,112119,33714,69842,57261,58030,19149,53983,68153,54010,69467,34544,577.0,197600
12081,"Manatee County, Florida","375,888","181,270","194,618","18,872","37,399","39,250","47,801","26,327","27,818",47.7,"60,563","268,809","32,850",905,"7,143","185,263",51748,142465,38732,63728,41469,55170,30233,58856,56238,46223,64140,30660,2957.0,215700
12083,"Marion County, Florida","349,020","168,449","180,571","16,403","38,061","32,505","41,889","25,703","22,319",48.6,"43,714","247,449","41,735",152,"4,308","164,414",39383,134239,26897,73538,42944,39836,24307,45224,41253,36397,47213,25184,1412.0,127000
12085,"Martin County, Florida","158,701","78,291","80,410","6,062","14,224","14,464","20,216","11,614","12,391",51.5,"20,941","125,261","8,027",564,"1,252","79,520",54620,62976,27301,105867,41968,57579,53561,60884,65292,48938,66671,39826,333.0,257300
12086,"Miami-Dade County, Florida","2,712,945","1,315,759","1,397,186","172,329","390,085","375,803","401,531","179,297","146,620",39.9,"1,835,413","368,048","437,181","2,827","42,015","1,021,650",45935,880766,35271,69153,43399,71600,33149,49847,55768,26442,51694,28747,2873.0,265200
12087,"Monroe County, Florida","79,077","41,660","37,417","5,179","8,733","9,623","11,659","6,664","6,091",46.3,"18,222","53,456","5,831",43,"1,156","53,129",65717,30318,27174,65426,47490,77457,31457,65401,78718,50498,78067,40981,208.0,464700
12091,"Okaloosa County, Florida","201,170","102,605","98,565","14,916","31,025","23,155","25,009","14,179","12,364",37.2,"17,474","149,602","19,506",443,"5,577","96,052",60026,76102,52051,35802,50030,62740,32494,60531,71963,52217,71360,38321,745.0,209400
12095,"Orange County, Florida","1,314,367","646,317","668,050","105,781","220,809","184,048","176,506","79,107","67,183",34.9,"401,348","543,139","260,458","1,495","69,041","525,260",51335,468515,38405,75308,41947,64682,22268,51490,61649,40764,60150,35815,6156.0,214000
12097,"Osceola County, Florida","336,015","163,661","172,354","22,122","50,249","45,672","44,251","21,276","15,546",35.6,"175,761","112,843","29,572",637,"9,588","143,516",51436,97569,40962,72675,44200,58109,33842,54858,58598,35612,54599,36317,3796.0,184900
12099,"Palm Beach County, Florida","1,443,810","698,414","745,396","78,655","172,561","164,543","192,388","99,164","89,123",44.7,"309,949","806,060","262,233",867,"38,309","683,543",57580,536446,42754,74354,47361,65060,25710,60467,69859,45756,70930,37466,2297.0,269600
12101,"Pasco County, Florida","512,368","249,613","262,755","25,338","55,456","61,890","69,941","35,035","33,168",44.8,"73,309","389,101","26,079","1,243","12,369","236,491",46264,195628,50612,91325,41464,46538,33408,56372,55943,36878,57551,27263,2750.0,145000
12103,"Pinellas County, Florida","960,730","460,325","500,405","48,237","114,255","104,393","135,903","74,532","77,415",48.0,"89,405","715,382","94,956","2,871","32,811","507,472",50036,407268,36726,59526,42297,51263,39552,54800,60350,37675,64677,32320,1000.0,186500
12105,"Polk County, Florida","666,149","325,981","340,168","39,520","85,549","77,580","82,087","42,045","40,336",40.2,"140,642","402,676","97,337","1,457","12,327","286,488",46355,226429,31708,75212,39642,50889,35199,50850,54360,38678,54718,30485,3424.0,135300
12109,"St. Johns County, Florida","235,087","115,221","119,866","11,816","24,369","29,795","34,279","17,009","16,499",43.0,"15,453","196,031","11,989",324,"6,363","102,292",78581,84187,47390,124139,75616,79017,41650,87296,89880,53732,91488,45014,3568.0,296100
12111,"St. Lucie County, Florida","306,507","148,782","157,725","18,562","30,381","34,419","39,217","22,706","19,909",45.2,"56,198","179,229","59,278",636,"6,005","139,046",44804,111617,35641,63107,41578,47474,31282,45510,50712,39242,50930,28732,1363.0,166500
12113,"Santa Rosa County, Florida","170,497","86,775","83,722","8,445","23,313","21,774","25,982","13,407","9,679",40.3,"9,232","140,826","10,462","1,274","3,349","69,670",63619,61817,58390,41465,82178,64943,24271,73037,67780,52347,71644,33390,1417.0,189100
12115,"Sarasota County, Florida","412,569","197,570","214,999","16,103","33,613","35,699","49,148","30,933","33,387",55.5,"36,542","343,106","17,161",554,"6,544","235,707",54989,176191,49201,31243,54956,55451,41657,64426,63080,47234,70007,34688,2857.0,235600
12117,"Seminole County, Florida","455,479","219,626","235,853","28,109","65,714","61,062","65,138","29,639","29,804",39.2,"92,716","282,268","46,364",309,"19,069","187,736",61311,167549,32050,87971,46634,68369,35336,66196,72035,45899,73663,39962,866.0,229900
12127,"Volusia County, Florida","529,364","258,972","270,392","31,334","60,095","55,345","68,553","41,343","39,749",46.8,"69,040","384,941","52,033","2,219","9,730","257,939",45366,214039,31241,63101,33527,48085,21784,51184,50996,39447,55638,27253,1494.0,162700
13013,"Barrow County, Georgia","77,126","37,956","39,170","4,199","11,421","11,339","10,327","4,987","3,626",35.5,"7,974","55,802","8,123",337,"2,902","27,598",54256,24865,45000,45603,42287,57714,22234,61892,55870,45196,58589,34115,388.0,142300
